"","sample.ID","seq.ID","abundance"
"2388","AU18_neg12","C3co",6
"2389","AU18_neg12","C8a",52
"2390","AU18_neg12","C78c",43
"2391","AU18_neg12","C3gk",8
"2392","AU18_neg12","C54l",64
"2393","AU18_neg12","C15",98
"2394","AU18_neg12","C3be",20
"2395","AU18_neg12","C3lk",51
"2396","AU18_neg12","C42e",12
"2397","AU18_neg12","2175409_C",18
"2398","AU18_neg12","C3ac",43
"2399","AU18_neg12","C35.3",18
"2400","AU18_neg12","2239310_C",19
"2401","AU18_neg12","C79b",8
"2402","AU18_neg12","C40ap",14
"2403","AU18_neg12","C3dr",28
"2404","AU18_neg12","2885780_C",27
"2405","AU18_neg12","C3ax",25
"2406","AU18_neg12","2239316_C",15
"2407","AU18_neg12","2175400_C",23
"2408","AU18_neg12","90635_C",21
"2409","AU18_neg12","C79a",11
"2410","AU18_neg12","2175451_C",18
"2411","AU18_neg12","C78",16
"2412","AU18_neg12","C42ae",9
"2413","AU18_neg12","C1ci",13
"2414","AU18_neg12","2779405_C",13
"2415","AU18_neg12","1770278_C",13
"2416","AU18_neg12","33296_C",12
"2417","AU18_neg12","1670517_C",12
"2418","AU18_neg12","C75h",11
"2419","AU18_neg12","2239404_C",11
"2420","AU18_neg12","C8e",9
"2421","AU18_neg12","C15.8",9
"2422","AU18_neg12","C15bb",8
"2423","AU18_neg12","7528_C",8
"2424","AU18_neg12","2885781_C",8
"2425","AU18_neg12","2239488_C",8
"2426","AU18_neg12","C42ea",7
"2427","AU18_neg12","C1ef",7
"2428","AU18_neg12","C15ed",7
"2429","AU18_neg12","C116t",7
"2430","AU18_neg12","2885782_C",7
"2431","AU18_neg12","2239592_C",7
"2432","AU18_neg12","2230021_C",7
"2433","AU18_neg12","C8n",6
"2434","AU18_neg12","99803_C",6
"2435","AU18_neg12","870396_C",6
"2436","AU18_neg12","756079_C",6
"2437","AU18_neg12","463034_C",6
"2438","AU18_neg12","C54m",5
"2439","AU18_neg12","870369_C",5
"2440","AU18_neg12","8017_C",5
"2441","AU18_neg12","791026_C",5
"2442","AU18_neg12","2885783_C",5
"2443","AU18_neg12","2315062_C",5
"2444","AU18_neg12","2175452_C",5
"2445","AU18_neg12","2175407_C",5
"2446","AU18_neg12","1714031_C",5
"2447","AU18_neg12","1703694_C",5
"2448","AU18_neg12","G3ai",9
"2449","AU18_neg12","2885779_G",9
"2450","AU18_neg12","73441_G",8
"2451","AU18_0062","C1",322
"2452","AU18_0062","C3",4060
"2453","AU18_0062","C42.2",161
"2454","AU18_0062","C21",247
"2455","AU18_0062","2778029_C",230
"2456","AU18_0062","C3an",152
"2457","AU18_0062","2426_C",92
"2458","AU18_0062","1398203_C",86
"2459","AU18_0062","40627_C",120
"2460","AU18_0062","C39ab",55
"2461","AU18_0062","333087_C",74
"2462","AU18_0062","103346_C",39
"2463","AU18_0062","2595310_C",50
"2464","AU18_0062","42703_C",32
"2465","AU18_0062","C3.12",164
"2466","AU18_0062","54400_C",61
"2467","AU18_0062","2885773_C",53
"2468","AU18_0062","C3ed",46
"2469","AU18_0062","C3tq",40
"2470","AU18_0062","39266_C",50
"2471","AU18_0062","54364_C",46
"2472","AU18_0062","24192_C",50
"2473","AU18_0062","9945_C",42
"2474","AU18_0062","C3.10",43
"2475","AU18_0062","6379_C",45
"2476","AU18_0062","66904_C",26
"2477","AU18_0112","C1",952
"2478","AU18_0112","C3",15
"2479","AU18_0112","C42.2",682
"2480","AU18_0112","C1b",173
"2481","AU18_0112","C1gw",32
"2482","AU18_0112","C1ab",17
"2483","AU18_0112","C1by",28
"2484","AU18_0112","44745_C",11
"2485","AU18_0112","C45k",163
"2486","AU18_0112","C3xd",133
"2487","AU18_0112","C41z",36
"2488","AU18_0112","1328437_C",15
"2489","AU18_0112","C3.10",23
"2490","AU18_0112","2783359_C",33
"2491","AU18_0112","93790_C",18
"2492","AU18_0072","C1",142
"2493","AU18_0072","C3",1914
"2494","AU18_0072","C42.2",72
"2495","AU18_0072","C3xf",18
"2496","AU18_0072","C1b",30
"2497","AU18_0072","C21",231
"2498","AU18_0072","C3ih",32
"2499","AU18_0072","2778029_C",223
"2500","AU18_0072","C3an",75
"2501","AU18_0072","2426_C",112
"2502","AU18_0072","1398203_C",82
"2503","AU18_0072","40627_C",108
"2504","AU18_0072","333087_C",18
"2505","AU18_0072","2595310_C",34
"2506","AU18_0072","C3od",28
"2507","AU18_0072","C3.12",32
"2508","AU18_0072","54400_C",38
"2509","AU18_0072","2885773_C",23
"2510","AU18_0072","1428436_C",18
"2511","AU18_0072","39266_C",24
"2512","AU18_0072","2885774_C",31
"2513","AU18_0072","42216_C",17
"2514","AU18_1037","C22",280
"2515","AU18_1037","C22ad",144
"2516","AU18_1037","C1",4509
"2517","AU18_1037","C3",316
"2518","AU18_1037","C1b",157
"2519","AU18_1037","C1c",421
"2520","AU18_1037","37253_C",44
"2521","AU18_1037","C22ai",147
"2522","AU18_1037","C50f",36
"2523","AU18_1037","C72k",108
"2524","AU18_1037","C1w",60
"2525","AU18_1037","C1al",84
"2526","AU18_1037","C1jx",45
"2527","AU18_1037","C3ju",56
"2528","AU18_1037","21507_C",57
"2529","AU18_1037","C42au",46
